ID,Name,Platform,Platform_Group,Publisher,Genre,Year_of_Release,NA_players,EU_players,JP_players,Other_players,Num_Nodes,Global_players,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
2097,Littlest Pet Shop: Winter,DS,,Electronic Arts,Simulation,2008,0.58,0.31,0,0.1,,0.98,,,,,Electronic Arts,E
2098,Final Fantasy Type-0,PS4,,Square Enix,Role-Playing,2015,0.37,0.32,0.15,0.14,,0.98,,,,,,
2099,FIFA Soccer 10,Wii,,Electronic Arts,Sports,2009,0.23,0.64,0,0.11,,0.98,75,21,6.2,17,EA Sports,E
2100,Tales of Graces f,PS3,,Namco Bandai Games,Role-Playing,2010,0.28,0.18,0.45,0.07,,0.98,77,55,8.2,336,Namco Bandai Games,T
2101,Fallout 3,PC,,Bethesda Softworks,Role-Playing,2008,0.02,0.88,0,0.08,,0.98,91,48,7.9,3450,Bethesda Game Studios,M
2102,Mario Party Advance,GBA,,Nintendo,Misc,2005,0.5,0.19,0.28,0.02,,0.98,54,27,5.4,34,Hudson,E
2103,Tetris 2,NES,,Nintendo,Puzzle,1993,0.62,0.13,0.21,0.02,,0.98,,,,,,
2104,Zoo Tycoon DS,DS,,THQ,Strategy,2005,0.86,0.03,0.01,0.08,,0.98,44,19,6.6,25,Altron,E
2105,NASCAR 99,N64,,Electronic Arts,Racing,1998,0.94,0.04,0,0.01,,0.98,,,,,,
2106,WWE SmackDown vs Raw 2008,Wii,,THQ,Fighting,2007,0.38,0.5,0,0.11,,0.98,59,13,5.9,18,Yuke's,T
2107,Air-Sea Battle,2600,,Atari,Shooter,N/A,0.91,0.06,0,0.01,,0.98,,,,,,
2108,Dead Space 3,X360,,Electronic Arts,Action,2013,0.64,0.26,0,0.08,,0.98,78,68,6.4,694,Visceral Games,M
2109,Suikoden III,PS2,,Unknown,Role-Playing,N/A,0.29,0.23,0.38,0.08,,0.98,86,23,7.7,113,KCET,T
2110,Rocksmith 2014,PS3,,Ubisoft,Misc,2013,0.53,0.24,0.05,0.16,,0.98,,,,,,
2111,Tom Clancy's Splinter Cell: Blacklist,X360,,Ubisoft,Action,2013,0.57,0.32,0.01,0.08,,0.98,82,58,7.5,383,Ubisoft Toronto,M
2112,Madden NFL 10,PS2,,Electronic Arts,Sports,2009,0.88,0,0,0.1,,0.98,,,7.2,6,EA Tiburon,E
2113,NBA 2K10,X360,,Take-Two Interactive,Sports,2009,0.88,0.02,0,0.08,,0.97,82,46,7.6,34,Visual Concepts,E
2114,NCAA Football 06,XB,,Electronic Arts,Sports,2005,0.73,0.21,0,0.03,,0.97,87,38,8.3,27,EA Sports,E
2115,Madden NFL 16,X360,,Electronic Arts,Sports,2015,0.85,0.02,0,0.1,,0.97,,,5.1,12,EA Sports,E
2116,Grand Theft Auto: San Andreas,PC,,Take-Two Interactive,Action,2005,0,0.93,0,0.04,,0.97,93,47,8.9,1841,Rockstar North,M
2117,Madden NFL 08,PS3,,Electronic Arts,Sports,2007,0.89,0,0,0.08,,0.97,81,31,5.3,33,EA Tiburon,E
2118,Fire Emblem,GBA,,Nintendo,Strategy,2003,0.49,0.18,0.29,0.01,,0.97,88,31,9.2,144,Intelligent Systems,E
2119,Brutal Legend,X360,,Electronic Arts,Action,2009,0.62,0.26,0,0.09,,0.97,82,88,8,268,Double Fine Productions,M
2120,Disney Infinity,PS3,,Disney Interactive Studios,Action,2013,0.49,0.32,0,0.16,,0.97,75,21,5.9,47,Avalanche Software,E10+
2121,Tamagotchi Connection: Corner Shop 2,DS,,Namco Bandai Games,Simulation,2006,0.09,0.01,0.86,0.01,,0.97,66,9,,,NanaOn-Sha,E
2122,NHL 2004,PS2,,Electronic Arts,Sports,2003,0.47,0.37,0,0.12,,0.97,85,19,7.6,53,EA Sports,E
2123,Grand Theft Auto: Vice City Stories,PS2,,Take-Two Interactive,Action,2007,0.78,0.03,0.03,0.13,,0.97,75,37,7.9,67,Rockstar Leeds,M
2124,Disney Tangled,DS,,Disney Interactive Studios,Action,2010,0.53,0.35,0,0.09,,0.97,,,,,,
2125,Wheel of Fortune,Wii,,THQ,Misc,2010,0.86,0.04,0,0.06,,0.97,,,7.6,5,THQ,E
2126,FIFA Soccer 2005,XB,,Electronic Arts,Sports,2004,0.33,0.6,0,0.04,,0.97,81,34,8.7,23,EA Canada,E
2127,Mass Effect 3,PC,,Electronic Arts,Role-Playing,2012,0.4,0.44,0,0.12,,0.97,89,23,5.5,5926,BioWare,M
2128,Cars,DS,,THQ,Racing,2006,0.85,0.04,0,0.07,,0.97,54,17,2.1,11,Helixe,E
2129,Band Hero,Wii,,Activision,Misc,2009,0.59,0.29,0,0.09,,0.97,79,20,6.6,15,Vicarious Visions,E10+
2130,Romancing SaGa,SNES,,SquareSoft,Role-Playing,1992,0,0,0.97,0,,0.97,,,,,,
2131,Skylanders: Spyro's Adventure,X360,,Activision,Action,2011,0.53,0.34,0,0.1,,0.97,78,35,5.2,53,Toys for Bob,E10+
2132,Donkey Kong Junior,2600,,Atari,Platform,1981,0.9,0.05,0,0.01,,0.97,,,,,,
2133,LEGO Harry Potter: Years 5-7,X360,,Warner Bros. Interactive Entertainment,Action,N/A,0.51,0.37,0,0.09,,0.97,77,35,7.9,39,Traveller's Tales,E10+
2134,LEGO Star Wars II: The Original Trilogy,GC,,LucasArts,Action,2006,0.75,0.19,0,0.03,,0.97,84,25,9.1,16,Traveller's Tales,E10+
2135,Medal of Honor: Underground,PS,,Electronic Arts,Shooter,2000,0.54,0.37,0,0.06,,0.97,86,16,9,44,Dreamworks Interactive,T
2136,Dark Cloud 2,PS2,,Sony Computer Entertainment,Role-Playing,2002,0.38,0.25,0.26,0.07,,0.96,87,41,9.1,174,Level 5,T
2137,Far Cry 3,PC,,Ubisoft,Shooter,2012,0.22,0.62,0,0.12,,0.96,88,43,8.2,3183,Ubisoft Montreal,M
2138,Evolve,PS4,,Take-Two Interactive,Shooter,2015,0.36,0.41,0.05,0.15,,0.96,76,46,4.3,894,Turtle Rock Studios,M
2139,Dead Space 3,PS3,,Electronic Arts,Action,2013,0.44,0.36,0,0.16,,0.96,76,37,6.4,522,Visceral Games,M
2140,Dragon Quest X,Wii,,Square Enix,Role-Playing,2012,0,0,0.96,0,,0.96,,,,,Square Enix,
2141,Jampack Summer '99,PS,,Sony Computer Entertainment,Misc,1999,0.54,0.36,0,0.06,,0.96,,,,,,
2142,Dance Dance Revolution 2nd ReMIX,PS,,Konami Digital Entertainment,Simulation,1999,0,0,0.9,0.06,,0.96,,,,,,
2143,Mortal Kombat Trilogy,N64,,GT Interactive,Fighting,1996,0.72,0.22,0,0.02,,0.96,,,,,,
2144,Star Soldier,NES,,Hudson Soft,Shooter,1986,0.32,0.06,0.57,0.01,,0.96,,,,,,
2145,NHL 2001,PS2,,Electronic Arts,Sports,2000,0.47,0.37,0,0.12,,0.96,85,22,8.1,9,EA Sports,E
2146,Farming Simulator 2013,PC,,Focus Home Interactive,Simulation,2012,0,0.81,0,0.15,,0.96,65,12,7.5,111,Giants Software,E
2147,Guitar Hero: Warriors of Rock,Wii,,Activision,Misc,2010,0.47,0.4,0,0.09,,0.96,77,26,7.5,17,"Vicarious Visions, Neversoft Entertainment",T
2148,de Blob,Wii,,THQ,Platform,2008,0.49,0.37,0,0.1,,0.96,82,48,8.6,73,Blue Tongue Entertainment,E
2149,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,,Square Enix,Role-Playing,2012,0,0,0.96,0,,0.96,,,,,,
2150,Shinobi,PS2,,Sony Computer Entertainment,Platform,2002,0.36,0.28,0.22,0.09,,0.96,71,33,7.9,43,Overworks,M
2151,Mortal Kombat: Deadly Alliance,XB,,Midway Games,Fighting,2002,0.77,0.15,0,0.04,,0.96,81,27,8.4,24,Midway,M
2152,The Witcher 2: Assassins of Kings,PC,,Namco Bandai Games,Action,2011,0.25,0.56,0,0.14,,0.96,88,76,8.5,4378,CD Projekt Red Studio,M
2153,Sniper Elite V2,PS3,,505 Games,Shooter,2012,0.38,0.38,0.06,0.14,,0.96,70,21,6.9,92,Rebellion,M
2154,ESPN NBA 2K5,XB,,Global Star,Sports,2004,0.88,0.04,0,0.04,,0.95,85,28,8.7,22,Visual Concepts,E
2155,Gangs of London,PSP,,Sony Computer Entertainment,Adventure,2006,0.3,0.43,0,0.22,,0.95,52,47,6.7,18,SCEE London Studio,M
2156,Mario Tennis Open,3DS,,Nintendo,Sports,2012,0.26,0.29,0.34,0.05,,0.95,69,58,6.9,110,Camelot Software Planning,E
2157,PilotWings Resort,3DS,,Nintendo,Simulation,2011,0.4,0.36,0.13,0.07,,0.95,71,64,7.4,88,Monster Games Inc.,E
2158,Wheel of Fortune,PS2,,Unknown,Misc,N/A,0.47,0.36,0,0.12,,0.95,,,,,Atari,E
2159,World Championship Poker,PS2,,Play It,Misc,2004,0.8,0.03,0,0.13,,0.95,60,8,7.7,11,Coresoft,E
2160,My Weight Loss Coach,DS,,Ubisoft,Sports,2008,0.3,0.54,0,0.11,,0.95,63,4,7.6,7,Ubisoft Montreal,E
2161,Tom Clancy's Splinter Cell: Chaos Theory,PS2,,Ubisoft,Action,2005,0.36,0.45,0,0.14,,0.95,87,29,8.6,53,Ubisoft Montreal,M
2162,Sonic Unleashed,X360,,Sega,Platform,2008,0.54,0.32,0,0.09,,0.95,60,50,7.8,238,Sonic Team,E10+
2163,SpongeBob SquarePants: Battle for Bikini Bottom,GC,,THQ,Platform,2003,0.74,0.19,0,0.03,,0.95,71,10,8.6,34,Heavy Iron Studios,E
2164,Disney Infinity 2.0: Marvel Super Heroes,PS3,,Disney Interactive Studios,Action,2014,0.46,0.33,0,0.16,,0.95,,,,,,
2165,PlayStation All-Stars Battle Royale,PS3,,Sony Computer Entertainment,Action,2012,0.5,0.27,0.04,0.15,,0.95,74,69,7.3,540,SuperBot Entertainment,T
2166,Scooby-Doo! First Frights,Wii,,Warner Bros. Interactive Entertainment,Action,2009,0.84,0.04,0,0.07,,0.95,,,,,,
2167,Epic Mickey 2: The Power of Two,Wii,,Disney Interactive Studios,Action,2012,0.67,0.21,0,0.07,,0.95,,,,,,
2168,Mega Man Star Force Dragon / Leo / Pegasus,DS,,Capcom,Action,2006,0.39,0,0.53,0.03,,0.95,,,,,,
2169,Pro Evolution Soccer 2014,PS3,,Konami Digital Entertainment,Action,2013,0.03,0.41,0.51,0,,0.95,78,39,4.1,303,Konami,E
2170,Yakuza 4,PS3,,Sega,Action,N/A,0.15,0.13,0.63,0.05,,0.95,78,59,8,177,Ryu ga Gotoku Studios,M
2171,Wild ARMs,PS,,Sony Computer Entertainment,Role-Playing,1996,0.26,0.17,0.46,0.06,,0.95,,,,,,
2172,Tom Clancy's Ghost Recon: Future Soldier,PS3,,Ubisoft,Shooter,2012,0.41,0.32,0.09,0.12,,0.95,79,18,6.9,156,Ubisoft Paris,M
2173,Kessen,PS2,,Electronic Arts,Strategy,2000,0.27,0.21,0.41,0.07,,0.95,75,20,8.4,12,Koei,T
2174,Driver: San Francisco,PS3,,Ubisoft,Racing,2011,0.24,0.52,0.01,0.18,,0.95,79,53,7.7,114,Ubisoft Reflections,T
2175,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,,Konami Digital Entertainment,Misc,2003,0.68,0.25,0,0.02,,0.95,,,,,,
2176,NCAA Football 2000,PS,,Electronic Arts,Sports,1999,0.53,0.36,0,0.06,,0.95,,,,,,
2177,Ben 10: Alien Force,DS,,Koch Media,Action,2008,0.65,0.22,0,0.09,,0.95,,,2.8,4,Monkey Bar Games,E
2178,Army of Two: The 40th Day,X360,,Electronic Arts,Shooter,2010,0.62,0.24,0,0.09,,0.95,73,79,7.3,126,EA Montreal,M
2179,Sonic & Sega All-Stars Racing,PS3,,Sega,Racing,2010,0.36,0.43,0,0.16,,0.95,,,,,,
2180,Just Dance 2016,Wii,,Ubisoft,Misc,2015,0.41,0.46,0,0.08,,0.95,,,,,Ubisoft,E10+
2181,Skylanders: Trap Team,Wii,,Activision,Action,2014,0.41,0.46,0,0.08,,0.95,,,,,Toys for Bob,E10+
2182,Lost Planet 2,PS3,,Capcom,Shooter,2010,0.29,0.33,0.2,0.13,,0.95,68,56,6.9,62,Capcom,T
2183,LEGO Pirates of the Caribbean: The Video Game,PS3,,Disney Interactive Studios,Action,2011,0.36,0.43,0,0.16,,0.95,73,42,7.1,34,Traveller's Tales,E10+
2184,NBA 2K16,X360,,Take-Two Interactive,Sports,2015,0.79,0.05,0,0.1,,0.94,,,3.2,24,Visual Concepts,E
2185,Killzone,PS2,,Sony Computer Entertainment,Shooter,2004,0.79,0.03,0,0.13,,0.94,70,67,7.4,254,Guerrilla,M
2186,Colin McRae Rally 04,PS2,,Codemasters,Racing,2003,0.01,0.71,0.01,0.21,,0.94,,,,,,
2187,Club Penguin: Game Day!,Wii,,Disney Interactive Studios,Sports,2010,0.54,0.32,0,0.08,,0.94,,,,,,
2188,The SpongeBob SquarePants Movie,GC,,THQ,Platform,2004,0.73,0.19,0,0.03,,0.94,73,9,7.8,13,Heavy Iron Studios,E
2189,Star Fox 64 3D,3DS,,Nintendo,Shooter,2011,0.48,0.27,0.13,0.06,,0.94,81,65,8.2,231,Nintendo,E10+
2190,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,,GT Interactive,Misc,1996,0.52,0.36,0,0.06,,0.94,,,,,,
2191,Castlevania: Lament of Innocence,PS2,,Konami Digital Entertainment,Action,2003,0.46,0.36,0,0.12,,0.94,79,45,8.4,74,KCET,M
2192,Rocksmith 2014,X360,,Ubisoft,Misc,2013,0.69,0.16,0,0.09,,0.94,,,,,,
2193,Tom Clancy's Splinter Cell: Blacklist,PS3,,Ubisoft,Action,2013,0.34,0.39,0.06,0.15,,0.94,84,27,7.7,314,Ubisoft Toronto,M
2194,Destroy All Humans!,PS2,,THQ,Shooter,2005,0.78,0.03,0,0.13,,0.94,,,,,,
2195,Skylanders: Spyro's Adventure,PS3,,Activision,Action,2011,0.39,0.39,0,0.16,,0.94,77,18,4.8,42,Toys for Bob,E10+
2196,MVP Baseball 2005,XB,,Electronic Arts,Sports,2005,0.7,0.2,0,0.03,,0.94,86,35,,,EA Sports,
2197,SaGa Frontier 2,PS,,SquareSoft,Role-Playing,1999,0.1,0.07,0.71,0.06,,0.94,,,,,,
2198,Phantasy Star Portable,PSP,,Sega,Role-Playing,2008,0.19,0.06,0.63,0.05,,0.94,64,38,7.8,19,Alfa System,T
2199,WWE SmackDown vs. Raw 2009,PS3,,THQ,Fighting,2008,0.51,0.3,0.01,0.12,,0.94,78,37,7,49,Yuke's,T
2200,NCAA Football 10,X360,,Electronic Arts,Sports,2009,0.87,0,0,0.07,,0.94,83,26,6.7,37,EA Tiburon,E
2201,Brutal Legend,PS3,,Electronic Arts,Action,2009,0.54,0.27,0,0.13,,0.94,83,61,7.6,162,Double Fine Productions,M
2202,Tony Hawk: RIDE,Wii,,Activision,Sports,2009,0.69,0.17,0,0.08,,0.94,47,15,4.5,21,Buzz Monkey,E10+
2203,MLB 2000,PS,,Sony Computer Entertainment,Sports,1999,0.52,0.35,0,0.06,,0.94,,,,,,
2204,Bully,PS2,,Take-Two Interactive,Action,2006,0.75,0.03,0.04,0.12,,0.94,87,69,9.1,293,Rockstar Vancouver,T
2205,Rise of the Tomb Raider,PS4,,Square Enix,Adventure,2016,0.23,0.53,0.04,0.14,,0.94,,,,,,
2206,Prince of Persia: The Sands of Time,XB,,Ubisoft,Action,2003,0.57,0.33,0,0.04,,0.94,92,41,7.8,72,Ubisoft,T
2207,Hot Shots Golf Fore!,PS2,,Sony Computer Entertainment,Sports,2003,0.46,0.36,0,0.12,,0.94,,,,,,
2208,MLB 06: The Show,PS2,,Sony Computer Entertainment,Sports,2006,0.78,0.03,0,0.13,,0.94,83,30,8.9,31,SCEA San Diego Studios,E
2209,NHL 2003,PS2,,Electronic Arts,Sports,2002,0.46,0.36,0,0.12,,0.93,79,20,6.8,18,EA Sports,E
2210,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,,Namco Bandai Games,Fighting,2013,0.32,0.32,0.15,0.15,,0.93,77,32,7.9,187,CyberConnect2,T
2211,EA Sports UFC 2,PS4,,Electronic Arts,Sports,2016,0.29,0.49,0,0.15,,0.93,79,38,6.2,157,EA Sports,T
2212,The Sims 2,DS,,Electronic Arts,Simulation,2005,0.81,0.05,0,0.07,,0.93,70,13,6.1,24,Griptonite Games,E10+
2213,Bentley's Hackpack,GBA,,N/A,Misc,2005,0.67,0.25,0,0.02,,0.93,,,,,,
2214,Tony Hawk's Pro Skater 4,XB,,Activision,Sports,2002,0.59,0.3,0,0.04,,0.93,90,25,8.5,21,Neversoft Entertainment,T
2215,Dragon Age: Inquisition,XOne,,Electronic Arts,Role-Playing,2014,0.56,0.28,0,0.09,,0.93,85,28,6.9,703,BioWare,M
2216,White Knight Chronicles: International Edition,PS3,,Sony Computer Entertainment,Role-Playing,2008,0.33,0.16,0.36,0.08,,0.93,64,77,7.5,213,Level 5,T
2217,SingStar Abba,PS3,,Sony Computer Entertainment,Misc,2008,0.27,0.5,0,0.16,,0.93,70,26,5.5,4,SCEE London Studio,T
2218,Crash City Mayhem,GBA,,THQ,Racing,2004,0.67,0.25,0,0.02,,0.93,,,,,,
2219,Spider-Man,2600,,Parker Bros.,Action,1981,0.87,0.05,0,0.01,,0.93,,,,,,
2220,Kirby: Planet Robobot,3DS,,Nintendo,Action,2016,0.28,0.14,0.47,0.04,,0.93,81,71,8.7,87,HAL Labs,E
2221,Toy Story 2: Buzz Lightyear to the Rescue!,N64,,Activision,Platform,1999,0.71,0.2,0,0.01,,0.93,,,,,,
2222,Castlevania II: Simon's Quest,NES,,Konami Digital Entertainment,Platform,1987,0.45,0.06,0.42,0,,0.93,,,,,,
2223,Mega Man 4,NES,,Capcom,Platform,1991,0.51,0.09,0.32,0.01,,0.93,,,,,,
2224,Guitar Hero: Metallica,Wii,,Activision,Misc,2009,0.4,0.43,0,0.1,,0.93,85,20,8.6,17,Neversoft Entertainment,T
2225,Teenage Mutant Ninja Turtles,GBA,,Unknown,Action,2003,0.67,0.25,0,0.02,,0.93,71,16,8.8,8,Konami,E
2226,Bayonetta,X360,,Sega,Action,2009,0.51,0.25,0.09,0.08,,0.93,90,86,8,597,PlatinumGames,M
2227,MLB 07: The Show,PS2,,Sony Computer Entertainment,Sports,2007,0.77,0.03,0,0.13,,0.93,83,25,8.6,19,SCEA,E
2228,Cars,GC,,THQ,Racing,2006,0.72,0.19,0,0.03,,0.93,71,21,7,5,Rainbow Studios,E
2229,Build-A-Bear Workshop,DS,,Game Factory,Simulation,2007,0.85,0.01,0,0.07,,0.93,61,11,4.8,5,Neko Entertainment,E
2230,Kingdom Hearts Re:coded,DS,,Square Enix,Role-Playing,2010,0.53,0.09,0.27,0.05,,0.93,66,58,7,76,"Square Enix, h.a.n.d. Inc.",E10+
2231,Operation Flashpoint: Dragon Rising,X360,,Codemasters,Shooter,2009,0.36,0.45,0.02,0.1,,0.93,77,47,7.8,112,Codemasters,M
2232,Inazuma Eleven 3,DS,,Level 5,Role-Playing,2010,0,0,0.93,0,,0.93,,,,,,
2233,Lego Batman 3: Beyond Gotham,PS4,,Warner Bros. Interactive Entertainment,Action,2014,0.37,0.4,0,0.15,,0.93,73,43,7.1,75,TT Games,E10+
2234,Wipeout: In The Zone,X360,,Activision,Misc,2011,0.87,0,0,0.06,,0.93,39,5,5.6,8,Activision,E10+
2235,SnoCross Championship Racing,PS,,Ubisoft,Racing,1999,0.52,0.35,0,0.06,,0.93,66,8,,,UDS,E
2236,Brothers in Arms: Hell's Highway,PS3,,Ubisoft,Shooter,2008,0.44,0.34,0,0.15,,0.93,76,48,8,70,Gearbox Software,M
2237,The LEGO Movie Videogame,PS3,,Warner Bros. Interactive Entertainment,Action,2014,0.33,0.43,0.02,0.15,,0.93,80,5,6.8,12,TT Games,E10+
2238,Assassin's Creed III,PC,,Ubisoft,Action,2012,0.28,0.53,0,0.12,,0.93,80,21,6.2,1489,Ubisoft,M
2239,Borderlands 2,PC,,Take-Two Interactive,Shooter,2012,0.42,0.41,0,0.1,,0.93,89,38,8.2,2482,Gearbox Software,M
2240,Teenage Mutant Ninja Turtles,PS2,,Konami Digital Entertainment,Action,2003,0.45,0.35,0,0.12,,0.92,59,29,8.7,31,KCE Studios,E
2241,Disney Magical World,3DS,,Nintendo,Adventure,2013,0.17,0.2,0.53,0.03,,0.92,71,27,7.5,21,h.a.n.d. Inc.,E
2242,Top Gun: Combat Zones,PS2,,Titus,Simulation,2001,0.45,0.35,0,0.12,,0.92,63,17,3.3,9,Titus Software,E
2243,NCAA Football 11,X360,,Electronic Arts,Sports,2010,0.86,0,0,0.06,,0.92,86,29,7.1,70,EA Tiburon,E
2244,007: The World is not Enough,PS,,Electronic Arts,Action,2000,0.51,0.35,0,0.06,,0.92,61,11,6.7,44,Black Ops Entertainment,T
2245,Cars,Wii,,THQ,Racing,2006,0.83,0.03,0,0.07,,0.92,65,13,,,Rainbow Studios,E
2246,Monster High: Ghoul Spirit,DS,,THQ,Misc,2011,0.69,0.16,0,0.07,,0.92,,,,,ImaginEngine,E
2247,Phoenix Wright: Ace Attorney,DS,,Capcom,Adventure,2005,0.44,0.05,0.39,0.05,,0.92,81,53,9.2,203,Capcom,T
2248,MLB 15: The Show,PS4,,Sony Computer Entertainment,Sports,2015,0.68,0.08,0,0.17,,0.92,80,44,7.8,190,SCEA San Diego Studios,E
2249,South Park: The Stick of Truth,PS3,,Ubisoft,Role-Playing,2014,0.43,0.34,0,0.16,,0.92,85,31,8.5,575,Obsidian Entertainment,M
2250,South Park: The Stick of Truth,X360,,Ubisoft,Role-Playing,2014,0.58,0.26,0,0.09,,0.92,82,33,8.4,363,Obsidian Entertainment,M
2251,NHL 98,PS,,Electronic Arts,Sports,1997,0.51,0.35,0,0.06,,0.92,,,,,,
2252,Space Jam,PS,,Acclaim Entertainment,Sports,1996,0.51,0.35,0,0.06,,0.92,,,,,,
2253,Balloon Fight,NES,,Nintendo,Platform,1985,0.39,0.09,0.43,0.01,,0.92,,,,,,
2254,Knockout Kings 2000,N64,,Electronic Arts,Fighting,1999,0.63,0.27,0,0.02,,0.92,,,,,,
2255,MLB 12: The Show,PS3,,Sony Computer Entertainment,Sports,2012,0.86,0,0,0.06,,0.92,87,23,7.5,75,SCEA San Diego Studios,E
2256,SpongeBob SquarePants: The Yellow Avenger,PSP,,THQ,Action,2006,0.55,0.21,0,0.16,,0.92,48,9,6.4,13,Tantalus Interactive,E
2257,Dante's Inferno,X360,,Electronic Arts,Action,2010,0.63,0.2,0.02,0.07,,0.92,73,71,7.7,224,Visceral Games,M
2258,Wii Play: Motion,Wii,,Nintendo,Misc,2011,0.23,0.42,0.18,0.09,,0.92,60,34,6.1,16,Nintendo,E10+
2259,WWE SmackDown vs. Raw 2009,X360,,THQ,Fighting,2008,0.58,0.26,0,0.08,,0.92,79,47,7.1,34,Yuke's,T
2260,Sonic Riders,GC,,Sega,Racing,2006,0.71,0.18,0,0.03,,0.92,59,32,8,46,Sonic Team,E
2261,Starsky & Hutch,PS2,,Empire Interactive,Racing,2003,0.45,0.35,0,0.12,,0.92,,,,,,
2262,Tobal No.1,PS,,Sony Computer Entertainment,Fighting,1996,0.12,0.08,0.66,0.06,,0.92,,,,,,
2263,Blue Dragon,X360,,Microsoft Game Studios,Role-Playing,2006,0.3,0.32,0.21,0.08,,0.92,79,56,7.8,161,"Mistwalker, Artoon",T
2264,Buzz! Quiz World,PS3,,Sony Computer Entertainment,Misc,2009,0.16,0.57,0,0.19,,0.91,,,,,,
2265,Harvest Moon 3D: A New Beginning,3DS,,Marvelous Entertainment,Action,2012,0.41,0.17,0.3,0.05,,0.91,74,21,8.2,62,Marvelous AQL,E
2266,Kung Fu Panda,Wii,,Activision,Action,2008,0.5,0.32,0,0.09,,0.91,70,20,6.7,7,Xpec,E10+
2267,Street Hoops,PS2,,Activision,Sports,2002,0.45,0.35,0,0.12,,0.91,,,,,,
2268,EA Sports Grand Slam Tennis,Wii,,Electronic Arts,Sports,2009,0.28,0.51,0.02,0.11,,0.91,,,,,,
2269,EA Sports Active 2,PS3,,Electronic Arts,Sports,2010,0.52,0.27,0,0.12,,0.91,78,20,5.4,14,EA Canada,E
2270,Nickelodeon Fit,Wii,,Take-Two Interactive,Sports,2010,0.76,0.09,0,0.06,,0.91,,,,,High Voltage Software,E
2271,Knockout Kings 2002,PS2,,Electronic Arts,Sports,2002,0.45,0.35,0,0.12,,0.91,76,23,8.1,12,Electronic Arts,T
2272,Injustice: Gods Among Us,PS4,,Warner Bros. Interactive Entertainment,Fighting,2013,0.46,0.3,0,0.16,,0.91,,,,,,
2273,Tom Clancy's EndWar,X360,,Ubisoft,Strategy,2008,0.58,0.24,0.01,0.09,,0.91,77,63,7.2,53,Ubisoft Shanghai,T
2274,LEGO Harry Potter: Years 5-7,PS3,,Warner Bros. Interactive Entertainment,Action,N/A,0.36,0.41,0,0.15,,0.91,76,27,8.3,48,Traveller's Tales,E10+
2275,Tokyo Xtreme Racer 3,PS2,,Genki,Racing,2003,0.35,0.27,0.21,0.09,,0.91,63,15,8.9,23,Genki,E
2276,Xenoblade Chronicles,Wii,,Nintendo,Role-Playing,2010,0.43,0.25,0.16,0.07,,0.91,92,59,8.9,950,Monolith Soft,T
2277,Assassin's Creed,PC,,Ubisoft,Adventure,2008,0.01,0.83,0,0.07,,0.91,,,,,,
2278,Glover,N64,,Hasbro Interactive,Platform,1998,0.72,0.17,0,0.01,,0.91,,,,,,
2279,Colin McRae Rally 2.0,PS,,Codemasters,Racing,2000,0.02,0.8,0.02,0.07,,0.91,90,13,8.7,31,Codemasters,E
2280,Dynasty Warriors 7,PS3,,Tecmo Koei,Action,2011,0.25,0.13,0.46,0.06,,0.91,57,25,7.4,57,Omega Force,T
2281,NBA 2K14,XOne,,Take-Two Interactive,Sports,2013,0.7,0.11,0,0.09,,0.91,86,15,5.7,183,Visual Concepts,E
2282,Namco Museum,XB,,Unknown,Misc,N/A,0.77,0.11,0,0.04,,0.91,59,7,,,Mass Media,E
2283,SSX,PS3,,Electronic Arts,Sports,2012,0.35,0.41,0.02,0.14,,0.91,81,38,6.8,110,EA Canada,E
2284,Sonic Riders: Zero Gravity,Wii,,Sega,Racing,2008,0.48,0.32,0.02,0.09,,0.91,56,26,8.1,57,Sonic Team,E
2285,AMF Bowling Pinbusters!,Wii,,Bethesda Softworks,Sports,2007,0.84,0,0,0.07,,0.91,,,,,,
2286,Super Momotarou Dentetsu III,SNES,,Hudson Soft,Simulation,1994,0,0,0.91,0,,0.91,,,,,,
2287,Sonic Mega Collection Plus,XB,,Sega,Misc,2004,0.61,0.26,0,0.04,,0.91,75,20,7.9,12,Sonic Team,E
2288,Operation Flashpoint: Dragon Rising,PS3,,Codemasters,Shooter,2009,0.23,0.46,0.05,0.17,,0.91,76,42,6.5,53,Codemasters,M
2289,Tiger Woods PGA Tour 2002,PS2,,Electronic Arts,Sports,2002,0.44,0.35,0,0.12,,0.9,80,23,7.6,5,EA Sports,E
2290,Lost Odyssey,X360,,Microsoft Game Studios,Role-Playing,2007,0.45,0.26,0.11,0.08,,0.9,78,68,8.3,432,Mistwalker,T
2291,Street Fighter V,PS4,,Capcom,Fighting,2016,0.4,0.28,0.08,0.14,,0.9,77,80,3.4,1221,Capcom,T
2292,Just Cause 3,XOne,,Square Enix,Action,2015,0.44,0.39,0,0.08,,0.9,71,24,7,186,Avalanche Studios,M
2293,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,,ASCII Entertainment,Racing,1996,0,0,0.9,0,,0.9,,,,,,
