ID,Name,Platform,Platform_Group,Publisher,Genre,Year_of_Release,NA_players,EU_players,JP_players,Other_players,Num_Nodes,Global_players,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
9929,Lost Planet 3,X360,,Capcom,Shooter,2013,0.07,0.03,0.01,0.01,,0.12,58,43,5.8,142,Spark Unlimited,T
9930,Battles of Prince of Persia,DS,,Ubisoft,Strategy,2005,0.1,0.01,0,0.01,,0.12,64,16,7.7,14,Ubisoft Montreal,E10+
9931,The Clique: Diss and Make Up,DS,,Warner Bros. Interactive Entertainment,Adventure,2009,0.11,0,0,0.01,,0.12,,,,,Gorilla Systems,E10+
9932,Mobil 1 Rally Championship,PS,,Electronic Arts,Racing,2000,0.07,0.04,0,0.01,,0.12,,,,,,
9933,USA Today Crossword Challenge,DS,,Destineer,Puzzle,2008,0.11,0,0,0.01,,0.12,,,,,Sanuk Games,T
9934,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,,Spike,Fighting,2002,0,0,0.12,0,,0.12,,,,,,
9935,Turok: Evolution,GBA,,Acclaim Entertainment,Shooter,2002,0.08,0.03,0,0,,0.12,72,8,7,5,RFX Interactive,T
9936,Charm Girls Club: My Perfect Prom,DS,,Electronic Arts,Simulation,2009,0.11,0,0,0.01,,0.12,,,,,Griptonite Games,E
9937,Marvel Trading Card Game,DS,,Konami Digital Entertainment,Misc,2007,0.11,0,0,0.01,,0.12,61,17,4.9,7,1st Playable Productions,T
9938,Rugrats: Totally Angelica,PS,,THQ,Adventure,2001,0.06,0.04,0,0.01,,0.12,,,,,,
9939,Nightshade,PS2,,Sega,Action,2003,0.06,0.04,0,0.01,,0.12,68,39,7.7,20,Wow Entertainment,M
9940,Brunswick Pro Bowling,3DS,,Crave Entertainment,Sports,2011,0.11,0,0,0.01,,0.12,,,,,"Farsight Studios, Crave",E
9941,CSI: Crime Scene Investigation,XB,,Ubisoft,Adventure,2004,0.09,0.03,0,0,,0.12,45,14,7.3,4,369 Interactive,M
9942,Wipeout 2,PS3,,Activision,Misc,2011,0.11,0,0,0.01,,0.12,,,,,Endemol,E10+
9943,LEGO Batman 2: DC Super Heroes,WiiU,,Warner Bros. Interactive Entertainment,Action,2013,0.04,0.06,0,0.01,,0.12,77,7,7.3,31,TT Games,E10+
9944,Ultimate Puzzle Games: Sudoku Edition,DS,,Telegames,Puzzle,2007,0.11,0,0,0.01,,0.12,,,,,puzzle.tv,E
9945,Buffy the Vampire Slayer: Chaos Bleeds,XB,,Vivendi Games,Action,2003,0.09,0.03,0,0,,0.12,73,26,8.4,14,Eurocom Entertainment Software,T
9946,Onechanbara: Bikini Zombie Slayers,Wii,,D3Publisher,Action,2008,0.11,0,0,0.01,,0.12,55,24,8,20,Tamsoft,M
9947,Hanagumi Taisen Columns,SAT,,Sega,Puzzle,1997,0,0,0.12,0,,0.12,,,,,,
9948,Tropico 5,PC,,Kalypso Media,Simulation,2014,0.02,0.09,0,0.01,,0.12,75,51,7,351,Haemimont,T
9949,Tales of Destiny 2,PSP,,Namco Bandai Games,Role-Playing,2007,0,0,0.12,0,,0.12,,,,,,
9950,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,,Konami Digital Entertainment,Action,2005,0.09,0.02,0,0,,0.12,57,10,,,Konami,E10+
9951,Reality Fighters,PSV,,Sony Computer Entertainment,Fighting,2012,0.05,0.05,0,0.02,,0.12,54,39,3.8,30,Novarama,T
9952,Petz Fantasy: Moonlight Magic,DS,,Ubisoft,Simulation,2010,0.11,0,0,0.01,,0.12,,,,,Ubisoft,E
9953,The Price is Right: Decades,Wii,,Ubisoft,Misc,2011,0.11,0,0,0.01,,0.12,,,,,Ludia Inc.,E10+
9954,Power Pro Kun Pocket 14,DS,,Konami Digital Entertainment,Sports,2011,0,0,0.12,0,,0.12,,,,,,
9955,Dragon Ball: Origins,DS,,Atari,Action,2008,0.08,0.02,0,0.01,,0.12,78,18,7.5,15,Game Republic,T
9956,Jikkyou Powerful Pro Baseball 2016,PS3,,Konami Digital Entertainment,Sports,2016,0,0,0.12,0,,0.12,,,,,,
9957,FIFA 17,PC,,Electronic Arts,Sports,2016,0,0.11,0,0.01,,0.12,84,12,4.2,160,"EA Sports, EA Vancouver",E
9958,After Hours Athletes,PS3,,Sony Computer Entertainment,Sports,2011,0,0.1,0,0.02,,0.12,,,,,,
9959,UN Squadron,SNES,,Capcom,Shooter,1991,0,0,0.12,0,,0.12,,,,,,
9960,Tecmo Super Bowl,PS,,Tecmo Koei,Sports,1996,0.06,0.04,0,0.01,,0.12,,,,,,
9961,Disney Princess: Enchanting Storybooks,DS,,THQ,Misc,2011,0.07,0.03,0,0.01,,0.12,,,,,Page 44 Studios,E
9962,Dora the Explorer: Journey to the Purple Planet,GC,,Global Star,Adventure,2005,0.09,0.02,0,0,,0.12,,,,,Take-Two Interactive,EC
9963,Lunar 2: Eternal Blue,SAT,,Kadokawa Shoten,Role-Playing,1998,0,0,0.12,0,,0.12,,,,,,
9964,NHL Powerplay '96,PS,,Virgin Interactive,Sports,1996,0.06,0.04,0,0.01,,0.12,,,,,,
9965,Thousand Arms,PS,,Atlus,Role-Playing,1998,0.06,0.04,0,0.01,,0.12,,,,,,
9966,Arctic Thunder,XB,,Midway Games,Racing,2001,0.09,0.02,0,0,,0.12,57,17,,,Inland Productions,T
9967,Barnyard,GC,,THQ,Action,2006,0.09,0.02,0,0,,0.12,66,12,,,Blue Tongue Entertainment,E10+
9968,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,,Ubisoft,Misc,2013,0.09,0.01,0,0.01,,0.12,,,,,,
9969,Stolen Song,PS,,Sony Computer Entertainment,Adventure,1998,0,0,0.11,0.01,,0.12,,,,,,
9970,Armored Core: Verdict Day,PS3,,From Software,Simulation,2013,0,0,0.12,0,,0.12,66,18,7.4,28,From Software,T
9971,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,,Takara Tomy,Action,2008,0,0,0.12,0,,0.12,,,,,,
9972,Madden NFL 17,PS3,,Electronic Arts,Sports,2016,0.07,0.02,0,0.02,,0.12,,,0.2,5,EA Sports,E
9973,Harvey Birdman: Attorney at Law,PS2,,Capcom,Adventure,2008,0.06,0.04,0,0.01,,0.12,63,21,,,High Voltage Software,T
9974,My Chinese Coach,DS,,Ubisoft,Misc,2008,0.1,0.01,0,0.01,,0.12,,,,,"Ubisoft, Sensory Sweep",E
9975,Lost in Shadow,Wii,,Konami Digital Entertainment,Platform,2010,0.09,0,0.01,0.01,,0.12,68,38,8.7,18,Hudson Soft,E10+
9976,DEATH NOTE: Kira Game,DS,,Konami Digital Entertainment,Adventure,2007,0,0,0.12,0,,0.12,,,,,,
9977,Legend of the Guardians: The Owls of Ga'Hoole,Wii,,Warner Bros. Interactive Entertainment,Action,2010,0.1,0.01,0,0.01,,0.12,54,5,,,Tantatus,E10+
9978,Sengoku Cyber: Fujimaru Jigokuhen,PS,,Sony Computer Entertainment,Strategy,1995,0,0,0.11,0.01,,0.12,,,,,,
9979,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,,D3Publisher,Misc,2007,0,0,0.12,0,,0.12,,,,,,
9980,ASH: Archaic Sealed Heat,DS,,Nintendo,Role-Playing,2007,0,0,0.12,0,,0.12,,,,,Mistwalker,E10+
9981,DreamWorks Super Star Kartz,PS3,,Activision,Racing,2011,0.06,0.03,0,0.02,,0.12,,,,,Activision,E
9982,Dorabase 2: Nettou Ultra Stadium,DS,,Namco Bandai Games,Sports,2009,0,0,0.12,0,,0.12,,,,,,
9983,Where the Wild Things Are,Wii,,Warner Bros. Interactive Entertainment,Platform,2009,0.11,0,0,0.01,,0.12,65,6,,,Griptonite Games,E10+
9984,Center Ring Boxing,SAT,,JVC,Fighting,1994,0,0,0.12,0,,0.12,,,,,,
9985,NHL 2K3,XB,,Sega,Sports,2002,0.09,0.02,0,0,,0.12,89,17,7.1,14,Treyarch,E
9986,Die Hard: Vendetta,GC,,NDA Productions,Shooter,2002,0.09,0.02,0,0,,0.12,54,23,7,10,Bits Studios,M
9987,F1 2002,PS2,,Electronic Arts,Racing,2002,0.05,0.04,0.02,0.01,,0.12,81,11,6.4,10,Visual Sciences,E
9988,Every Extend Extra,PSP,,Disney Interactive Studios,Shooter,2006,0.1,0,0,0.01,,0.12,74,45,7.3,9,Q Entertainment,E
9989,FIFA Soccer,PSP,,Electronic Arts,Sports,2005,0.11,0,0,0.01,,0.12,73,23,7.7,22,EA Canada,E
9990,Cabela's North American Adventures,PS3,,Activision,Sports,2010,0.11,0,0,0.01,,0.12,,,,,FUN Labs,T
9991,Darkspore,PC,,Electronic Arts,Role-Playing,2011,0.07,0.03,0,0.01,,0.12,65,52,6,133,Maxis,T
9992,Self-Defense Training Camp,X360,,Ubisoft,Sports,2011,0.08,0.03,0,0.01,,0.12,21,5,5,25,Ubisoft,T
9993,Sphinx and the Cursed Mummy,XB,,THQ,Action,2003,0.09,0.02,0,0,,0.12,79,21,9.1,11,Eurocom Entertainment Software,T
9994,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,,Foreign Media Games,Adventure,2010,0.08,0.03,0,0.01,,0.12,55,4,,,MumboJumbo,T
9995,Dynasty Warriors 8: Xtreme Legends,PSV,,Tecmo Koei,Action,2013,0.03,0.02,0.05,0.02,,0.12,,,,,,
9996,GT Advance 2: Rally Racing,GBA,,THQ,Racing,2001,0.08,0.03,0,0,,0.11,77,12,6,4,MTO,E
9997,Yakuza,PS3,,Sega,Action,2012,0,0,0.11,0,,0.11,,,,,,
9998,Karaoke Revolution Presents American Idol Encore 2,PS3,,Konami Digital Entertainment,Misc,2008,0.11,0,0,0.01,,0.11,,,,,Blitz Games,E10+
9999,Deception IV: Blood Ties,PS3,,Tecmo Koei,Action,2014,0.03,0.02,0.06,0.01,,0.11,70,19,8.2,27,Koei Tecmo Games,M
10000,DOA 2: Dead or Alive 2 Hardcore,PS2,,Tecmo Koei,Fighting,2000,0,0,0.11,0,,0.11,,,,,,
10001,Tenchu: Shadow Assassins,PSP,,Ubisoft,Action,2009,0.03,0.02,0.05,0.01,,0.11,68,18,7.4,18,From Software,M
10002,Fuse (Insomniac),PS3,,Electronic Arts,Shooter,2013,0.06,0.04,0,0.02,,0.11,,,,,,
10003,Cabela's Deer Hunt 2005 Season,XB,,Activision,Sports,2004,0.09,0.02,0,0,,0.11,59,5,7.5,6,Sand Grain Studios,T
10004,SplashDown,XB,,Atari,Racing,2002,0.09,0.02,0,0,,0.11,78,15,,,Rainbow Studios,E
10005,18 Wheels of Steel: Extreme Trucker 2,PC,,Rondomedia,Racing,2011,0.08,0.02,0,0.01,,0.11,,,8.3,10,ValuSoft,E
10006,Nobunaga no Yabou: Tenshoki,SAT,,Tecmo Koei,Strategy,1995,0,0,0.11,0,,0.11,,,,,,
10007,F1 Racing Championship,PS,,Video System,Racing,2000,0.06,0.04,0,0.01,,0.11,,,,,,
10008,Dead Man's Hand,XB,,Atari,Shooter,2004,0.09,0.02,0,0,,0.11,62,31,8.1,9,Human Head Studios,T
10009,Smash Cars,PS2,,Metro 3D,Racing,2003,0.06,0.04,0,0.01,,0.11,67,15,9,5,Creat Studios,E
10010,NASCAR 07,PS2,,Electronic Arts,Racing,2006,0.06,0.04,0,0.01,,0.11,68,26,8.9,16,EA Tiburon,E
10011,Merv Griffin's Crosswords,Wii,,THQ,Puzzle,2008,0.11,0,0,0.01,,0.11,,,,,"Pipeworks Software, Inc.",E
10012,Tecmo Bowl: Kickoff,DS,,Tecmo Koei,Sports,2008,0.11,0,0,0.01,,0.11,66,21,7.3,8,Polygon Magic,E
10013,Lost Horizon,PC,,Deep Silver,Adventure,2010,0,0.1,0,0.02,,0.11,77,24,7.9,27,Animation Arts,T
10014,SingStar Latino,PS3,,Sony Computer Entertainment,Misc,2009,0.11,0,0,0.01,,0.11,,,,,SCEE London Studio,T
10015,NFL Tour,PS3,,Electronic Arts,Sports,2008,0.1,0.01,0,0.01,,0.11,45,24,,,EA Tiburon,E
10016,Minute to Win It,DS,,Zoo Games,Misc,2010,0.11,0,0,0.01,,0.11,,,,,Smack Down Productions,E
10017,Rugby 15,PS4,,Bigben Interactive,Sports,2015,0.04,0.06,0,0.02,,0.11,19,5,3.4,65,HB Studios Multimedia,E
10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,,Konami Digital Entertainment,Sports,2005,0,0,0.11,0,,0.11,,,,,,
10019,Melty Blood: Act Cadenza,PS2,,Sega,Fighting,2006,0,0,0.11,0,,0.11,,,,,,
10020,Dokapon Kingdom,PS2,,Sting,Role-Playing,2007,0.05,0.04,0.02,0.01,,0.11,61,8,6.5,8,Sting,E10+
10021,ToeJam & Earl III: Mission to Earth,XB,,Sega,Action,2002,0.09,0.02,0,0,,0.11,,,,,,
10022,Puzzle Quest 2,DS,,D3Publisher,Puzzle,2010,0.1,0,0,0.01,,0.11,74,27,5.8,11,Infinite Interactive,E10+
10023,Phantasy Star Collection,GBA,,Atari,Role-Playing,2002,0.08,0.03,0,0,,0.11,76,20,8.1,7,Digital Eclipse,E
10024,Doukoku Shoshite...,SAT,,Data East,Adventure,1998,0,0,0.11,0,,0.11,,,,,,
10025,LEGO Knights' Kingdom,GBA,,THQ,Action,2004,0.08,0.03,0,0,,0.11,62,4,,,Razorback Developments,E
10026,Final Fantasy III,PSP,,Square Enix,Role-Playing,2012,0,0,0.11,0,,0.11,,,8.9,15,Matrix Software,T
10027,Taiko Drum Master: Tokumori!,WiiU,,Namco Bandai Games,Misc,2014,0,0,0.11,0,,0.11,,,,,,
10028,Disney Art Academy,3DS,,Nintendo,Action,2016,0.02,0.01,0.08,0,,0.11,72,16,6.8,5,Headstrong Games,E
10029,A Witch's Tale,DS,,Nippon Ichi Software,Role-Playing,2009,0.08,0,0.03,0.01,,0.11,50,17,6.2,9,"Nippon Ichi Software, Hit Maker",E10+
10030,MySims SkyHeroes,PS3,,Electronic Arts,Action,2010,0.08,0.02,0,0.01,,0.11,62,16,,,Electronic Arts,E10+
10031,Persona 5,PS3,,Unknown,Role-Playing,2016,0,0,0.11,0,,0.11,,,,,Atlus,
10032,Hyperdimension Neptunia U: Action Unleashed,PSV,,Idea Factory International,Action,2014,0.03,0.01,0.06,0.01,,0.11,71,20,6.8,44,Tamsoft,T
10033,Retro Game Challenge,DS,,Namco Bandai Games,Action,2007,0,0,0.11,0,,0.11,77,30,7.3,15,Indies Zero,E
10034,NBA Jam 2002,GBA,,Acclaim Entertainment,Sports,2002,0.08,0.03,0,0,,0.11,49,11,,,DC Studios,E
10035,Yogi Bear: The Video Game,Wii,,D3Publisher,Action,2010,0.06,0.05,0,0.01,,0.11,,,,,Monkey Bar Games,E
10036,Shining Force NEO,PS2,,Sega,Role-Playing,2005,0.06,0.04,0,0.01,,0.11,69,12,8.1,20,Neverland,T
10037,Pocket Soccer League: Calciobit,3DS,,Nintendo,Sports,2012,0,0,0.11,0,,0.11,,,,,,
10038,Army Men: Sarge's War,XB,,Global Star,Shooter,2004,0.09,0.02,0,0,,0.11,44,26,,,Tactical Development,T
10039,Primal Rage,PS,,Time Warner Interactive,Fighting,1994,0.06,0.04,0,0.01,,0.11,,,,,,
10040,FIFA Street 2,GC,,Electronic Arts,Sports,2006,0.09,0.02,0,0,,0.11,63,16,5.7,7,EA Canada,E
10041,Heart Catch PreCure! Oshare Collection,DS,,Namco Bandai Games,Action,2010,0,0,0.11,0,,0.11,,,,,,
10042,Fantastic Four: Rise of the Silver Surfer,X360,,Take-Two Interactive,Action,2007,0.1,0.01,0,0.01,,0.11,45,30,5.4,16,Visual Concepts,T
10043,Monster Madness: Battle for Suburbia,X360,,SouthPeak Games,Shooter,2007,0.1,0,0,0.01,,0.11,55,29,5.2,18,"Artificial Studios, Immersion Software & Graphics",T
10044,Taito Legends,PS2,,Empire Interactive,Misc,2005,0.06,0.04,0,0.01,,0.11,68,18,,,Empire Oxford,T
10045,Mechanic Master,DS,,Midway Games,Puzzle,2008,0.1,0,0,0.01,,0.11,76,9,,,Most Wanted Entertainment,E
10046,Tom Clancy's EndWar,PSP,,Ubisoft,Strategy,2008,0.1,0.01,0,0.01,,0.11,68,7,5.9,8,"Funatics Software, Funatics",T
10047,Tom Clancy's Rainbow Six: Rogue Spear,GBA,,Ubisoft,Shooter,2002,0.08,0.03,0,0,,0.11,76,7,,,Ubisoft Milan,T
10048,Pac 'n Roll,DS,,Namco Bandai Games,Platform,2005,0.09,0,0.02,0.01,,0.11,72,35,,,Namco,E
10049,Animal Genius,DS,,Ubisoft,Puzzle,2007,0.1,0,0,0.01,,0.11,,,,,Big Blue Bubble Inc.,E
10050,BoomBots,PS,,SouthPeak Games,Fighting,1999,0.06,0.04,0,0.01,,0.11,,,,,,
10051,NFL Head Coach 09,X360,,Electronic Arts,Sports,2008,0.11,0,0,0.01,,0.11,67,14,8.4,28,EA Tiburon,E
10052,Star Trek: Conquest,PS2,,Bethesda Softworks,Strategy,N/A,0.06,0.04,0,0.01,,0.11,54,15,9.1,10,4J Studios,E
10053,Blood Drive,X360,,Activision,Racing,2010,0.09,0.01,0,0.01,,0.11,40,21,6.5,10,Sidhe Interactive,M
10054,World Championship Rugby,PS2,,Acclaim Entertainment,Sports,2004,0.06,0.04,0,0.01,,0.11,,,,,,
10055,The Price is Right: Decades,X360,,Ubisoft,Misc,2011,0.11,0,0,0.01,,0.11,,,,,Ludia Inc.,E10+
10056,Phantom Dust,XB,,Microsoft Game Studios,Action,2004,0.08,0.02,0,0,,0.11,81,37,8.5,35,Microsoft Game Studios Japan,T
10057,Vacation Isle: Beach Party,Wii,,Warner Bros. Interactive Entertainment,Misc,2010,0.08,0.02,0,0.01,,0.11,,,,,Farsight Studios,E
10058,The Walking Dead: Survival Instinct,WiiU,,Activision,Shooter,2013,0.08,0.03,0,0.01,,0.11,,,4.6,49,Terminal Reality,M
10059,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,,Gainax Network Systems,Adventure,1998,0,0,0.11,0.01,,0.11,,,,,,
10060,Shin Sangoku Musou: Multi Raid 2,PSP,,Tecmo Koei,Action,2010,0,0,0.11,0,,0.11,,,,,,
10061,Growlanser Generations,PS2,,Atlus,Role-Playing,2003,0.06,0.04,0,0.01,,0.11,81,19,7.7,19,Career Soft,T
10062,Puyo Puyo Tetris,3DS,,Sega,Puzzle,2014,0,0,0.11,0,,0.11,,,,,,
10063,Mega Man Battle Chip Challenge,GBA,,Capcom,Misc,2003,0.08,0.03,0,0,,0.11,54,25,8.3,8,Capcom,E
10064,Fatal Frame: Maiden of Black Water,WiiU,,Nintendo,Action,2014,0,0.03,0.08,0,,0.11,67,58,7.6,226,Koei Tecmo Games,M
10065,Prince of Persia: Rival Swords,PSP,,Ubisoft,Action,2007,0.08,0.02,0,0.01,,0.11,74,16,8.2,19,"Pipeworks Software, Inc.",T
10066,Samurai Warriors 4-II,PS3,,Tecmo Koei,Action,2015,0,0,0.11,0,,0.11,,,,,Omega Force,T
10067,Tom Clancy's Splinter Cell Trilogy,PS3,,Ubisoft,Action,2011,0,0.09,0,0.02,,0.11,,,,,,
10068,The Lord of the Rings: Aragorn's Quest,DS,,Warner Bros. Interactive Entertainment,Action,2010,0.09,0.02,0,0.01,,0.11,,,,,Headstrong Games,E10+
10069,Cold Winter,PS2,,Vivendi Games,Shooter,2005,0.06,0.04,0,0.01,,0.11,73,41,8.2,23,Swordfish Studios,M
10070,Ring of Red,PS2,,Konami Digital Entertainment,Strategy,2000,0.06,0.04,0,0.01,,0.11,82,15,8.7,11,Konami,T
10071,International Track & Field 2000,PS,,Konami Digital Entertainment,Sports,1999,0.06,0.04,0,0.01,,0.11,,,,,,
10072,Stubbs the Zombie in Rebel Without a Pulse,XB,,THQ,Action,2005,0.08,0.02,0,0,,0.11,75,55,8.1,16,Wideload Games Inc.,M
10073,Batman: Dark Tomorrow,XB,,Kemco,Action,2003,0.08,0.02,0,0,,0.11,25,13,3.6,18,HotGen,T
10074,Girl Time,DS,,THQ,Simulation,2009,0.11,0,0,0.01,,0.11,,,,,THQ,E
10075,Ping Pals,DS,,THQ,Misc,2004,0.1,0,0,0.01,,0.11,28,17,3.9,26,WayForward,E
10076,MLB 13: The Show,PSV,,Sony Computer Entertainment,Sports,2013,0.1,0,0,0.02,,0.11,75,7,7.5,21,SCEA San Diego Studios,E
10077,Mystery P.I. - Portrait of a Thief,DS,,Unknown,Adventure,2008,0.1,0,0,0.01,,0.11,,,,,PopCap,E
10078,18 Wheeler: American Pro Trucker,GC,,Acclaim Entertainment,Racing,2002,0.09,0.02,0,0,,0.11,52,17,6.8,8,Acclaim Studios Cheltenham,E
10079,Naruto Ultimate Collection,PS2,,Namco Bandai Games,Misc,2008,0.06,0.04,0,0.01,,0.11,,,,,Namco Bandai Games America,T
10080,The King of Fighters '99,PS,,SNK,Fighting,2000,0,0,0.11,0.01,,0.11,,,8.9,39,SNK,T
10081,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,,Namco Bandai Games,Action,2015,0,0,0.11,0,,0.11,,,,,,
10082,Mass Destruction,PS,,BMG Interactive Entertainment,Shooter,1997,0.06,0.04,0,0.01,,0.11,,,,,,
10083,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,,Sega,Adventure,1998,0,0,0.11,0,,0.11,,,,,,
10084,Split/Second,PSP,,Disney Interactive Studios,Racing,2010,0.08,0.02,0,0.02,,0.11,63,16,6.7,15,Black Rock Studio,E10+
10085,Warhammer: Battle March,X360,,Deep Silver,Strategy,2008,0.09,0.02,0,0.01,,0.11,55,30,6.7,20,Black Hole Games,M
10086,Batman: Rise of Sin Tzu,XB,,Ubisoft,Action,2003,0.08,0.02,0,0,,0.11,67,17,7.7,6,Ubisoft Montreal,T
10087,The King of Fighters XII,X360,,Ignition Entertainment,Fighting,2009,0.09,0,0.01,0.01,,0.11,63,57,4.2,33,SNK Playmore,T
10088,Super Swing Golf Season 2,Wii,,Rising Star Games,Sports,2007,0.08,0,0.03,0.01,,0.11,70,17,,,"Tecmo, Ntreev Soft",E10+
10089,Garfield's Fun Fest,DS,,Zoo Digital Publishing,Platform,2008,0.07,0.03,0,0.01,,0.11,44,5,,,Black Lantern Studios,E
10090,Queen's Blade: Spiral Chaos,PSP,,Namco Bandai Games,Role-Playing,2009,0,0,0.11,0,,0.11,,,,,,
10091,Desktop Tower Defense,DS,,THQ,Strategy,2009,0.1,0,0,0.01,,0.11,,,,,Frima Studio,E
10092,Jikkyou Powerful Pro Yakyuu '95,PS,,Konami Digital Entertainment,Sports,1994,0,0,0.11,0.01,,0.11,,,,,,
10093,Spy vs Spy,XB,,Global Star,Action,2005,0.08,0.02,0,0,,0.11,53,34,8,8,Vicious Cycle,T
10094,Coraline,PS2,,D3Publisher,Action,2009,0.06,0.04,0,0.01,,0.11,39,5,2,6,Papaya Studios,E10+
10095,Sega Touring Car Championship,SAT,,Sega,Racing,1996,0,0,0.11,0,,0.11,,,,,,
10096,Cold Fear,PS2,,Ubisoft,Action,2005,0.06,0.04,0,0.01,,0.11,68,39,7.7,27,Darkworks,M
10097,Zangeki no Reginleiv,Wii,,Nintendo,Action,2010,0,0,0.11,0,,0.11,,,,,,
10098,Zubo,DS,,Electronic Arts,Misc,2008,0.08,0.02,0,0.01,,0.11,75,19,7.6,75,EA Bright Light,E10+
10099,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,,Daito,Misc,2006,0,0,0.11,0,,0.11,,,,,,
10100,My SAT Coach with The Princeton Review,DS,,Ubisoft,Misc,2008,0.1,0,0,0.01,,0.11,,,,,,
10101,NHL Hitz 20-03,XB,,Midway Games,Sports,2002,0.08,0.02,0,0,,0.11,81,19,8.5,13,Black Box,E
10102,Murakumo: Renegade Mech Pursuit,XB,,From Software,Shooter,2002,0.04,0.01,0.06,0,,0.11,48,18,7.5,4,From Software,T
10103,The Hardy Boys: Treasure on the Tracks,DS,,Sega,Adventure,2009,0.1,0,0,0.01,,0.11,65,9,,,Her Interactive,E
10104,Gun Metal,XB,,Rage Software,Shooter,2002,0.08,0.02,0,0,,0.11,63,17,7.6,8,Rage Software,T
10105,Funky Barn,3DS,,Ubisoft,Simulation,2012,0.07,0.03,0,0.01,,0.11,,,,,,
10106,Transformer: Rise of the Dark Spark,PS3,,Activision,Action,2014,0.04,0.04,0.01,0.02,,0.11,,,,,,
10107,Cory in the House,DS,,Disney Interactive Studios,Action,2007,0.1,0,0,0.01,,0.11,,,9.5,1273,Handheld Games,E
10108,Pro Yaky? Spirits 5,PS3,,Konami Digital Entertainment,Sports,2008,0,0,0.11,0,,0.11,,,,,,
10109,BloodRayne,GC,,Universal Interactive,Shooter,2002,0.09,0.02,0,0,,0.11,73,17,8.5,4,Terminal Reality,M
10110,MotoGP 14,PS3,,Milestone S.r.l.,Racing,2014,0.05,0.05,0,0.02,,0.11,,,,,Milestone S.r.l,E
10111,Metal Slug 4 & 5,PS2,,SNK Playmore,Shooter,2005,0.05,0.04,0,0.01,,0.11,,,,,,
10112,ECW Anarchy Rulz,PS,,Acclaim Entertainment,Fighting,1999,0.06,0.04,0,0.01,,0.11,43,7,6.3,4,Acclaim,E
10113,InuYasha: A Feudal Fairy Tale,PS,,Namco Bandai Games,Fighting,2002,0,0,0.1,0.01,,0.11,69,5,9,74,Dimps Corporation,T
10114,Where the Wild Things Are,X360,,Warner Bros. Interactive Entertainment,Platform,2009,0.1,0,0,0.01,,0.11,51,10,5.4,5,Griptonite Games,E10+
10115,Toukiden 2,PSV,,Tecmo Koei,Action,2016,0,0,0.11,0,,0.11,,,,,,
10116,TMNT,PSP,,Ubisoft,Action,2007,0.1,0,0,0.01,,0.11,37,7,4.1,12,Ubisoft Montreal,E10+
10117,J-League Winning Eleven 9: Asia Championship,PS2,,Konami Digital Entertainment,Sports,2005,0,0,0.11,0,,0.11,,,,,,
10118,Sabrina The Teenage Witch: Potion Commotion,GBA,,Ubisoft,Action,2002,0.08,0.03,0,0,,0.11,63,5,2.8,6,Ubisoft,E
10119,Happy Feet Two,3DS,,Warner Bros. Interactive Entertainment,Action,2011,0.08,0.02,0,0.01,,0.11,,,,,,
10120,Transformer: Rise of the Dark Spark,XOne,,Activision,Action,2014,0.07,0.03,0,0.01,,0.11,,,,,,
10121,Pocket Pets,DS,,O3 Entertainment,Simulation,2007,0.1,0,0,0.01,,0.11,,,,,Agatsuma Entertainment,E
10122,Pac-Man Pinball Advance,GBA,,Zoo Digital Publishing,Misc,2005,0.08,0.03,0,0,,0.11,52,6,,,Human Soft,E
10123,Yu Yu Hakusho: Tournament Tactics,GBA,,Atari,Strategy,2004,0.08,0.03,0,0,,0.11,,,6.8,8,Sensory Sweep,E
10124,Home Run King,GC,,Sega,Sports,2002,0.09,0.02,0,0,,0.11,66,18,,,Wow Entertainment,E
10125,To Heart 2: Dungeon Travelers,PSP,,Aqua Plus,Adventure,2011,0,0,0.11,0,,0.11,,,,,,
10126,WWE All Stars,PS2,,THQ,Fighting,2011,0.05,0.04,0,0.01,,0.11,,,3.4,5,THQ,T
10127,MLB Power Pros,PS2,,Konami Digital Entertainment,Sports,2007,0,0,0.11,0,,0.11,80,10,8.8,11,Konami,E
10128,Dementium II,DS,,SouthPeak Games,Shooter,2010,0.09,0.01,0,0.01,,0.11,75,25,8.3,31,Renegade Kid,M
10129,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,,Sega,Misc,1995,0,0,0.11,0,,0.11,,,,,,
10130,GoldenEye: Rogue Agent,DS,,Electronic Arts,Shooter,2005,0.1,0,0,0.01,,0.11,58,25,7.5,18,"EA Tiburon, n-Space",T
